,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1,S_DC1,s_DC2,S_DC2,s_r1,S_r1,profit
480,6210000,6113000,5723000,4087000,5983000,3717000,5046000,4966000,5176000,6212000,4135000,6969000,13148229,35550365,14548316,32716318,17804623,36983751,30138599501
481,4246000,5038000,2957000,7726000,5343000,5950000,7161000,7743000,4622000,4821000,2207000,5313000,19199220,35233907,19136192,40643680,17310205,37632503,28008805002
482,6556000,4046000,3011000,2685000,4044000,4416000,4814000,3761000,4932000,6978000,5459000,4401000,14833560,34829181,15664978,24686383,11164875,23474354,26708006269
483,2485000,4474000,6543000,6234000,4167000,4188000,2920000,4053000,6509000,5091000,3077000,3550000,11176684,33381852,13815971,27317853,9794178,28022043,15343131713
484,226100,230100,253700,197200,335800,275300,152100,269500,295400,224700,247100,180500,923386,1921204,754275,1247696,529202,1681243,933185240
485,213600,261300,332300,241000,265800,319200,263500,353600,195500,270700,254500,246300,968347,1487680,627679,2071050,548031,1679912,238399960
486,264700,365500,269500,180200,280000,240300,281800,234000,168300,228900,199100,314300,980902,1423281,673899,1895862,871722,1732267,1461559932
487,269800,198200,252900,302900,366800,281200,317100,233400,243400,266100,322400,318300,670170,1681692,606348,2218657,593664,1854245,1722942332
488,225600,286500,299900,248100,268200,284900,299300,422600,286900,269400,450900,217400,639403,2317966,835082,2082228,1163855,1958265,1799370898
489,242100,202500,170000,135500,365000,295500,252000,249300,430100,468900,212000,132300,718805,1770863,822744,2038661,570294,1416700,1285543050
490,161400,261900,226500,225600,127400,254500,148600,150900,175800,245900,200700,161300,415960,1428342,619633,1447547,434620,1414899,1199220816
491,181500,408800,203400,219100,289700,264200,146700,163500,229900,268900,168400,259200,692641,1171711,834901,1294477,606724,1785715,1137424206
492,173400,187900,200000,171500,198800,175700,216300,218900,252500,232600,214500,234000,652341,1080909,614360,1440525,633560,1185442,669321503
493,200500,230700,125500,193100,192500,317400,125900,185300,212100,198600,212500,107200,441294,1487000,460522,1215615,697338,1442593,822463079
494,303000,289000,495000,436000,377000,498000,704000,838000,542000,605000,386000,414000,1409559,3672658,1161062,3355415,1831078,3591954,3513112387
495,538000,405000,460000,1040000,528000,582000,607000,488000,404000,549000,431000,444000,1193879,3431772,1192516,3800358,1820062,3719314,3655884057
496,569000,503000,422000,854000,447000,431000,587000,475000,303000,450000,531000,595000,1572540,3367375,1775312,3274414,1271669,3217840,3499331005
497,470000,724000,311000,1260000,1099000,857000,407000,562000,331000,457000,353000,1396000,1503342,3441587,1976528,3475175,2182595,5313373,4543036744
498,1720000,1346000,1480000,1732000,870000,897000,1555000,1165000,757000,1846000,908000,674000,2860700,7919876,3773462,8168214,4459707,8195007,5093622199
499,1865000,1226000,865000,864000,994000,1336000,754000,2243000,1150000,1735000,706000,686000,4295274,8974195,3259089,8045680,2634159,6178299,5302157229
500,1976000,1103000,1647000,1185000,670000,1138000,1276000,1084000,1123000,953000,1091000,1194000,4636523,8818112,3531742,6423037,4321995,6436192,8110561167
501,1886000,1270000,1001000,2021000,1853000,1038000,1150000,1236000,1510000,958000,1265000,1771000,4931842,9820785,4140827,9649335,5374963,10489009,6493631975
502,1726000,1797000,718000,973000,1837000,2159000,2344000,1825000,1256000,1225000,1992000,1363000,5878834,11774604,3409404,8718553,6096620,9963835,9544601711
503,1827000,1080000,1241000,1000000,1315000,1501000,1191000,1764000,658000,1978000,688000,865000,4789898,9104712,4630879,9996225,4192323,9237664,6626673241
504,73000,97000,63000,90000,56000,49000,76000,68000,52000,123000,76000,60000,285510,437202,167173,385346,163216,446139,371406736
505,113000,115000,122000,121000,108000,74000,112000,91000,90000,86000,120000,81000,284106,738171,247958,817102,273077,714477,120722788
506,101000,99000,84000,68000,145000,101000,102000,126000,77000,129000,79000,69000,242401,580214,362957,709115,215624,714136,606400894
507,154000,100000,110000,129000,140000,149000,151000,60000,80000,107000,50000,90000,396895,875564,266297,773899,299729,817463,599454340
508,99000,58000,124000,79000,170000,148000,51000,84000,75000,33000,105000,136000,293239,489279,278838,706032,371631,628969,553208122
509,1639000,1610000,1481000,1365000,2083000,1962000,1658000,1867000,1673000,1991000,1426000,1250000,3872601,8878458,5506018,11766586,3401722,12864177,10192262622
510,2029000,1629000,1570000,1855000,1256000,1424000,1800000,1601000,1455000,1772000,1695000,1290000,4889389,9761041,4185593,12556633,3845221,12293331,2534545325
511,1417000,1583000,1422000,1689000,1557000,1703000,1267000,1319000,1496000,1928000,1313000,1785000,5402218,10010236,4319156,8623265,5160165,8369771,7756898711
512,1663000,1490000,1512000,1267000,1496000,1820000,1352000,1388000,1538000,1739000,1304000,1331000,3251725,9090201,3445531,9416195,4061372,11296539,5384827494
513,1467000,1397000,1887000,1156000,1446000,1520000,1190000,1425000,1391000,1488000,1155000,1529000,3271833,10209004,3361768,9919919,5530633,8215499,5861198111
514,8300,8200,8200,7100,4800,12300,12400,10400,7900,6800,14400,12400,25952,57913,25587,68229,25324,70768,56464835
515,8500,11800,8100,19800,18000,8500,16100,17500,6300,8300,8900,11700,26254,64965,24810,77715,45106,95444,71785969
516,12000,17500,15100,7700,14000,13400,9700,11800,10800,20100,20200,6800,26898,77631,27398,84280,31860,68254,7178188
517,20800,7000,11200,16600,19600,5900,11200,5300,15600,10300,7900,13200,43739,60280,37943,95023,31596,70182,33309680
518,10000,6900,20100,8000,16800,13000,9700,7200,7300,10900,5600,21000,42893,74169,43039,73442,23142,57617,27737911
519,13500,19500,19400,7200,16600,27800,11800,10400,8300,15400,21200,8800,55558,91078,55131,104821,43335,108468,94433422
520,13400,25600,19600,22200,9000,10300,11800,15200,6600,13300,16700,12000,53659,75867,40055,84601,58546,114288,47258519
521,21500,24400,27200,17300,23000,13300,23700,16500,27600,20400,12600,14400,49798,110850,40923,106627,78144,160851,125501510
522,13200,12400,14000,11500,23600,5300,6900,10700,15100,19400,12900,20600,33559,101774,45020,72805,31182,77000,91101153
523,16200,4800,10100,11500,12900,12800,28900,10200,12400,18300,12000,9600,42417,102536,35447,103976,50366,66681,92627236
524,890000,791000,988000,923000,987000,1051000,629000,691000,618000,817000,974000,1074000,2417216,5086004,3210704,6515376,2192777,4576007,2849563550
525,1596000,1105000,977000,1190000,955000,1532000,1848000,1266000,802000,633000,1037000,1675000,3369519,8030695,3993640,8911744,3933038,9694792,8554484465
526,841000,872000,914000,810000,864000,1185000,1302000,1045000,921000,1340000,489000,951000,1925345,6350578,3694505,5696936,3442086,6597262,5533717062
527,827000,738000,461000,732000,694000,916000,994000,618000,820000,937000,614000,772000,1742372,5168683,2310388,4153055,2261338,5853590,3641722455
528,598000,463000,435000,489000,839000,405000,441000,565000,526000,440000,651000,709000,1121763,3321629,2095117,3243827,1746276,3337661,2474533139
529,8600,20600,19600,15900,31000,15900,9900,24200,9600,13700,16200,10000,55473,94663,36354,82750,41696,84899,42980925
530,20200,26100,8400,11500,20300,14600,26400,14400,11600,15700,31200,38300,50282,158464,53667,100929,66247,136569,103502798
531,16000,14400,7100,2600,14000,15500,22600,7100,9600,10800,13400,7100,24097,73251,35365,69597,29385,91739,68531609
532,11400,31700,23500,7200,12800,21100,13700,10600,22600,29900,21200,4400,68059,116082,54432,95915,64764,112558,123908378
533,20700,16100,15600,5200,27200,55500,15300,122900,16300,14300,12300,7500,98133,195935,107760,196370,66733,216289,141229562
534,1439400,1786900,1526700,1743900,1844200,2037200,1461300,1660700,1666400,1505900,1512500,1409400,3661606,11523351,3434086,8640545,4846099,10857748,5267070975
535,1347000,1838800,1981700,1858800,1819200,1694600,1297200,1235000,1332700,1647000,1304000,1357200,3668467,9704838,4543926,11847070,6168708,12024559,6862100894
536,2193700,2010400,1797800,1595900,1133500,2052900,1653400,1209300,1777800,1715300,1278100,1785000,6240212,11218323,5842886,9739710,5658384,11944089,4933233210
537,2081000,1799000,1563500,2089800,1695600,2037300,1894700,1350000,1730700,3013200,1247700,1723000,5181250,14757765,6723577,14308592,4849938,13044971,9068452338
538,1625400,1367200,2055700,1775300,1629200,1891400,1803400,1429200,1808900,1616500,1691500,2136400,5021643,12404407,5687671,12878871,5425258,9500150,11308208681
539,1043300,1589000,1281500,1275200,1198600,1491800,1173600,1202100,1137400,994900,1321600,1115000,2800089,9127315,3821692,8431066,2999831,9244709,6442155489
540,1470900,2108600,1321200,1438900,1457300,1275600,1231600,1099100,1225100,1411600,1061900,1049300,4730068,8656722,2707841,8560060,2768811,7815796,3719250998
541,1679000,1903300,1526300,1950300,1445300,1828600,1315400,1170300,1379300,1602300,1095000,1692800,4616250,10666104,5543069,11119754,4682867,11725617,1580613779
542,1765200,1458000,1221600,1637500,2162900,1772900,1631000,1215800,1595200,2444300,1405800,1663000,6236647,8486427,3664969,9072116,6455083,12763874,11546177170
543,1617100,1349500,1573300,1931600,1313800,1726700,1598800,1298500,1608500,1416200,1533300,2212100,5538308,8832749,4549058,9505204,5671346,9719853,7326767994
544,1189400,1635700,1531300,1459200,1247700,1337100,1350900,1279500,1444600,1201900,1097400,1201700,5138760,8695160,5279897,8515534,4536821,8311352,7255303193
545,1216300,1491500,1420600,1336300,1484900,1379500,1143800,988400,1198500,1508200,902300,946900,3010076,8273639,2592567,6387447,4536480,6390969,5589034458
546,1458400,1739000,1474900,1212500,1025600,1426300,1538000,1010500,1420000,1353100,780500,1556500,5130933,10429438,4787121,9434235,3853373,7266297,4107696737
547,1323000,1138800,1440300,1297300,1283900,1344300,1319800,1106700,1342100,2310900,1042200,1160100,3233266,7689140,3206336,10635093,5099949,10175567,5019263940
548,1084300,1200100,1355000,1659900,1186200,1482100,1336900,942000,1255200,1497700,1162500,1453800,3244538,9292696,3192700,8746221,4884422,8962919,6630573464
549,1360800,1900300,1828900,1757300,1863200,2190800,1817400,1330700,1676100,1368000,1396600,1420500,4133780,9242091,5099339,9877717,5201065,10858267,10967610893
550,1630300,2312700,2258900,2078200,2064200,2511300,1601900,1832500,1912600,2082200,1651600,1496500,4051335,14318624,6711308,13830198,6274684,14254184,7367960455
551,2307200,2645000,2524600,2150000,2204800,2704500,1979900,1713300,2016900,2211100,1823200,2926000,6949539,14055569,7437633,16357600,8849963,17147075,10885460625
552,2329300,2093300,2022300,2119500,1993400,2482700,2346500,1878500,2235500,2878300,1888600,1974200,7318789,12346528,6236260,13788268,8562579,14364636,13231876714
553,1923500,2251900,2522400,2543400,1865900,2651600,2540700,1761100,2356300,1916700,2058200,2119200,8405199,12324016,6846223,12146052,5559869,16238285,6408826281
554,41100,80600,121400,107500,29700,45000,47700,38100,76100,64200,72400,35200,220542,439971,215317,477638,148931,411475,402561736
555,86100,103600,86900,63100,40500,49400,54900,33100,81200,62100,63300,95700,201645,346504,247225,492461,193349,354937,371099811
556,68800,95500,165800,16300,279100,48500,328100,204300,127100,188300,53500,148100,533156,994653,381406,863847,477346,1129671,667405059
557,105000,76200,46300,124900,111500,57000,88900,39100,58200,118500,74900,102400,316490,589730,315165,481783,269941,523005,486445712
558,72500,94700,113700,78600,91400,121200,79300,121100,49900,379000,208100,253000,393951,824865,552404,921280,299345,796759,968540721
559,7500,9200,4800,13900,12200,8800,11200,8500,6800,8300,10300,8000,18982,70702,32134,51448,21553,68007,39588946
560,6500,8600,9800,5300,8200,9700,8100,9900,9900,10400,9900,10200,29960,54565,18597,46004,28682,68890,31750181
561,8400,10300,17100,4100,6500,12500,6400,12300,9000,12500,5900,7500,25602,58575,32175,60963,28258,60268,44953497
562,7700,5300,8500,7100,6400,10900,8700,5700,3700,11400,7100,12900,28158,56281,26032,40187,22057,47318,35695982
563,6600,51200,57900,45500,32700,18300,2100,34000,29900,40400,46600,54800,123084,185785,133778,181873,119167,223066,142226905
564,6300,30100,5700,10700,5600,6100,7900,7900,8300,8500,9100,8600,31951,57706,30085,69296,24728,75510,50459584
565,6600,15600,15700,6800,7300,13900,10600,8100,9700,14700,11900,8800,21651,67263,26509,69252,28118,63389,67775011
566,7300,5900,10800,6600,11700,11800,7500,9600,10800,13300,6400,10200,21247,54212,33055,74362,33505,58672,46495260
567,9800,7100,6900,9600,4600,13100,4900,5700,6700,12900,6700,6600,24951,53611,18297,58076,19836,57697,45132772
568,5800,6400,7200,6700,11100,8700,6500,1500,6800,1500,5400,3300,14087,29979,13221,40225,22492,44429,20828215
569,67100,53200,46800,63000,65300,71400,77900,124300,93200,57600,49700,54400,204111,525712,208951,423346,178412,542133,446578698
570,45400,124700,123100,111400,43900,87500,61200,75800,63900,89700,63900,88000,189390,577565,277037,574533,242171,539593,399051981
571,83400,59900,63300,116900,107100,90100,89800,93500,91900,66200,63500,226800,374245,633196,321544,484330,233203,667636,464185046
572,154500,107500,41600,71800,95200,128300,69900,102500,73300,94500,97500,87200,297686,632592,255153,690968,253583,522003,312301272
573,77400,140700,178600,177600,86700,51900,82200,111000,121100,97800,137700,160200,242709,939941,408567,780433,362655,851497,463321291
574,31700,34200,44500,29400,43600,31000,36100,37000,23900,55800,19100,30400,70347,176401,112628,211473,119760,255237,234227220
575,25900,86300,56700,45300,65600,31000,46100,43700,53600,53000,49100,43700,195009,351437,118538,320920,139880,388655,127344178
576,51200,59700,43200,57800,69400,54500,51500,50900,57600,47000,34800,63800,152519,318354,191202,356276,149951,310231,246647131
577,46300,64200,44100,63100,64000,43500,73800,41900,73900,68000,66700,44600,172613,347835,184761,341458,187809,395782,225626138
578,56700,62600,93700,45200,64800,60700,62400,52600,65200,49000,62500,54300,194668,425223,190805,417062,199662,387742,340821415
579,249600,106700,71100,132100,165900,132500,102700,102200,429400,82700,79700,66000,512727,1046025,445312,1099997,430177,1055545,959999145
580,89800,95700,183200,187100,134800,127700,80400,89800,159100,198600,108200,206100,282247,908613,451742,1071963,401933,840831,848473358
581,223000,243500,228200,123700,160300,222100,216100,92200,150000,169900,202000,159000,558680,1429080,667953,1094595,444305,1299533,990275337
582,136500,161700,211900,148100,142000,126700,187800,147900,299700,180100,134800,152700,502808,1080777,546571,1289718,426921,910449,638796219
583,149800,210100,147000,115100,141200,174800,159400,129000,178800,213000,154500,184200,551897,1289764,638433,1133085,486420,972594,542330822
584,140300,146700,135300,214900,143900,191300,95500,193200,223600,207100,221100,121300,410520,1233555,520621,1128642,510705,956678,837702555
585,175300,157700,234100,271500,162600,123700,203800,222300,127900,211400,146800,151900,587342,1088045,613032,1069364,572375,1094588,1044540421
586,202200,212400,141500,132200,160300,220600,178600,142300,208200,144500,131600,158400,339918,1055489,568699,875759,636465,1068153,810552175
587,200500,143900,190800,150900,230600,241100,156000,166900,204100,216100,188300,202200,634083,1427688,655789,1050304,415484,1150844,689478529
588,213900,116600,248600,188700,233900,194700,321300,215800,252500,249500,208100,238500,711891,1637267,693701,1220131,525589,1148944,1624157880
589,1269000,3230000,1769000,3173000,6863000,5306000,3038000,4447000,2593000,6879000,3583000,1758000,11761517,24363718,9433688,29199238,11431645,22312899,21148006890
590,3555000,2723000,3499000,2117000,2241000,2751000,3139000,2530000,2492000,2909000,2010000,2413000,7758173,14209048,5609712,14278635,7480911,16636162,10754800513
591,3157000,3620000,3075000,3645000,2913000,3649000,3530000,2792000,3249000,4467000,2800000,2831000,11828010,19464008,8454578,20763937,7434237,25112100,10203074711
592,3558000,1791000,3016000,2892000,4816000,3719000,3132000,2961000,3256000,1990000,2715000,1290000,9318898,21009919,9329089,21621553,10738472,20740360,14211173975
593,882000,1105000,1612000,790000,1196000,1110000,1615000,1608000,1022000,1004000,1340000,1976000,4363712,9721616,5033696,6541979,2829920,7839957,8354206585
594,1848000,1234000,654000,391000,471000,1289000,633000,2382000,509000,1534000,1117000,226000,3662801,6983517,3255958,6397220,3692627,6169707,5423748484
595,2206000,355000,1902000,382000,474000,1960000,2075000,694000,1008000,443000,1414000,662000,3181947,8200684,3178566,7236850,2916709,6015865,7140301640
596,317000,365000,545000,2088000,681000,2236000,505000,379000,1777000,423000,400000,1550000,2445272,7450925,2955194,7239102,2265842,5757603,6636310849
597,401000,1463000,549000,1197000,1329000,2124000,626000,1894000,697000,778000,975000,542000,2832158,7779944,3301388,6654939,2732051,7610339,6561674092
598,1986000,1979000,411000,597000,173000,1569000,742000,1385000,470000,1568000,568000,498000,2670089,7078865,2660095,5592479,3403105,5029991,4722979911
599,40000,46000,39000,20000,82000,46000,36000,24000,44000,29000,31000,18000,102545,220162,77375,272897,124951,274410,275031206
600,23000,40000,46000,50000,29000,42000,36000,44000,27000,25000,24000,27000,97165,174459,118696,189282,105342,256516,164344810
601,31000,62000,62000,42000,35000,66000,46000,33000,43000,50000,26000,38000,171693,230715,165871,241209,150842,315817,102210733
602,48000,34000,22000,53000,35000,37000,42000,28000,39000,53000,62000,22000,122151,202594,107582,224181,108138,205662,118481402
603,52000,29000,51000,40000,45000,31000,34000,20000,45000,33000,40000,24000,92277,196125,133417,225958,108985,227698,128342879
604,972000,1795000,1521000,1758000,908000,1634000,1829000,2015000,1160000,1146000,1442000,1265000,3156188,9442925,4599314,7701178,3126973,9821029,6955553545
605,1134000,929000,1108000,623000,1518000,1161000,1548000,1493000,1343000,1281000,906000,1660000,3711914,8915853,4032552,6899665,3291681,6585869,7418122151
606,1477000,1718000,1009000,1244000,1072000,1334000,1207000,1494000,1382000,1271000,1115000,1211000,3298955,8980615,4936443,9022034,2977544,7056511,7078887268
607,1909000,1337000,1245000,867000,1605000,935000,1235000,1284000,1383000,1121000,871000,1112000,4499025,8143837,3238044,9050512,2812211,6439561,3448187532
608,1483000,1207000,1003000,848000,909000,1102000,1338000,1270000,1235000,1325000,990000,1206000,3141245,8091772,2950498,5930682,4497168,6008699,7551279365
609,304000,187000,221000,256000,214000,292000,192000,352000,754000,325000,208000,247000,669910,1529423,681489,2127916,831002,2060279,2155539093
610,333000,229000,236000,294000,200000,250000,142000,340000,181000,219000,172000,278000,493644,1554679,919828,1530683,886644,1263439,1328034500
611,346000,812000,189000,322000,293000,171000,636000,198000,248000,460000,252000,220000,769707,1890952,901465,2555776,897580,2204999,1751357544
612,342000,438000,419000,335000,355000,262000,292000,319000,385000,230000,312000,338000,1176025,2307256,704708,2573645,879927,1852553,749237534
613,298000,242000,178000,112000,319000,271000,368000,261000,319000,372000,220000,235000,933817,1670051,1029207,2094818,912944,1882686,1904525158
614,312000,307000,347000,340000,541000,313000,375000,657000,327000,306000,257000,429000,1133980,2006912,1328174,2832120,1035562,2881904,2146114240
615,422000,634000,347000,858000,315000,385000,488000,619000,247000,372000,584000,287000,1315589,3695494,1423350,3473236,1157909,3488351,1419519162
616,562000,576000,565000,364000,447000,599000,420000,457000,560000,804000,260000,547000,1908046,2749650,1591926,2626379,1254366,3211533,2854146976
617,480000,299000,655000,543000,302000,666000,392000,640000,657000,474000,699000,276000,1857067,3670537,1377650,2543609,1152005,2890388,1885008395
618,385000,321000,340000,301000,395000,429000,564000,301000,379000,453000,236000,501000,1069619,2944285,780773,2185834,1467468,2656241,2273505673
619,8911000,7685000,7894000,8302000,8131000,7775000,8960000,8475000,6556000,7422000,6667000,8349000,19339058,54361210,30326082,52835732,27910871,48563578,28352472322
620,9460000,9626000,10450000,8748000,8216000,8025000,7902000,8041000,8324000,7578000,8732000,7590000,29792439,51059564,17723605,56181014,19812967,53985002,34245531136
621,7788000,9750000,8306000,6198000,7818000,9189000,7864000,8530000,7055000,9022000,5763000,7838000,17191851,54254055,18390453,48134013,17152293,47801350,18402331309
622,10127000,7794000,7216000,6803000,5298000,7533000,9015000,7674000,8521000,8301000,6475000,8325000,24194820,38959727,20718441,53482418,28913308,53426836,49684063930
623,7339000,7727000,8814000,5653000,7196000,7556000,6341000,6854000,7870000,7108000,6934000,6960000,26937159,53843648,16533707,48788619,15029765,37880056,10943975852
624,1179000,783000,1329000,920000,1162000,1222000,864000,937000,1113000,1021000,847000,957000,2500205,5504273,2508688,7808095,2224205,7738162,5960039603
625,885000,956000,1168000,975000,917000,1112000,932000,517000,818000,1380000,898000,961000,2344139,5704735,3749544,4982604,3106553,6098390,5966046021
626,1070000,1309000,1009000,1072000,1188000,1172000,891000,656000,1037000,1158000,740000,1021000,3268127,7607706,3692340,5406452,2786326,6596857,2916579859
627,1107000,1335000,1092000,963000,1110000,815000,1125000,1017000,1058000,1234000,788000,1193000,3602967,7599887,2568165,5918662,3200635,6777482,3358338143
628,831000,1154000,1107000,1253000,1124000,1189000,1417000,630000,1039000,1134000,971000,756000,3392121,6338413,2543146,7062963,4019456,7894437,4624125411
629,11300,11500,14300,12800,7300,13100,12200,6700,11500,11400,8200,9500,30837,81051,31066,76723,38684,81715,57066183
630,13800,19600,12000,19600,21600,13100,10500,11100,12300,11800,12500,16500,45777,80541,46873,74435,30184,76411,58896533
631,17100,21400,17500,7200,22100,15200,17400,10600,11500,22800,16500,15800,39353,120349,58541,104167,37055,103835,74893343
632,14600,14000,9000,18000,8100,11700,18400,14900,15700,12800,18200,11300,54216,77842,53510,73670,27982,89372,68824584
633,14800,15200,11900,14400,9700,14600,14300,9400,11000,8400,12300,19000,38303,100851,38448,75564,48000,86895,82032718
634,27600,21700,45900,19600,24700,19500,79700,54900,17800,44300,10300,41600,105852,195236,86999,236823,93854,265605,236834244
635,128700,19900,19400,22800,40100,13600,42900,35700,19400,27900,13700,18700,97065,250001,76073,178857,86364,231318,175047685
636,21400,34800,43400,28700,10200,15900,14500,19100,24500,15600,21300,29800,53121,130073,56225,184910,71042,153615,142610861
637,15300,20900,23200,16500,18000,30300,27100,72500,8700,25300,20100,20100,80029,165202,53784,191292,67855,124690,172157961
638,17100,14100,15600,26000,19400,14000,16100,15800,13300,29700,15600,21300,48838,122755,63208,113812,50781,101757,132141250
639,47500,26000,28800,24900,38900,26600,34600,32900,45000,30600,36000,26800,100609,181798,77168,199514,125951,185771,140814244
640,34700,26400,22100,31100,17800,21500,30900,13200,13900,13500,26800,38600,84500,154903,84629,144815,65063,143425,124118235
641,17400,16600,46600,16700,14400,31600,21800,13400,12300,26200,36100,27400,82196,138820,92410,130439,79246,142373,113652904
642,15200,21300,14300,23700,19400,20800,40200,15800,21800,36800,25000,22200,63452,176785,83975,137875,53595,154010,100788325
643,10700,5800,13700,8500,28400,38900,17800,22200,41500,29000,20200,5100,73074,146033,51955,141612,74887,157767,151193933
644,64300,28200,47500,51400,51000,32300,46600,57100,37700,68500,37400,53900,134014,303092,164689,382749,120014,305905,311348818
645,41900,73200,73700,53900,59000,69500,87000,72300,73900,28200,39500,65500,224580,412852,231606,384307,218421,400354,326196693
646,54200,92400,89300,98000,64700,49800,51700,81900,60900,64900,54400,57500,179263,513947,220548,426118,178925,476584,289935009
647,61000,51000,61400,44200,57500,41300,85800,42800,44800,61000,49600,60200,152181,304823,167531,315849,183799,290452,327460231
648,65600,53300,58400,65800,82100,60600,56500,63300,68600,45600,70700,43300,228787,395728,166180,382048,159120,440252,222563641
649,847100,1066000,999200,921900,895400,987600,882200,991400,1173600,807200,855400,913500,3111144,6490720,3273618,6958928,2978513,6976819,3665952621
650,901500,1128500,915100,929100,1033500,1146300,997900,785400,813400,985800,894200,788200,2995397,7135297,3586671,6562759,2288675,4912301,4973376431
651,918500,1054500,962200,801700,901200,1085800,796100,802200,947300,866000,767800,1092100,2642004,6752928,2435506,6430547,3186923,6061061,1085324158
652,956800,930600,1061800,815200,951200,833400,932000,778600,1159000,1423700,812300,907800,3061453,5390272,2374961,5456375,3279393,5946832,3875249150
653,769600,868500,944300,1152700,747400,1086300,847700,919800,998300,859300,923900,987600,2805367,5326356,1880403,5382191,3117847,7219813,3265892394
654,1272100,1578500,1362700,1263900,1047300,1337700,1294300,981700,1371500,1065000,1019500,1202100,3262456,8277014,3692849,7050910,2950607,7031343,6230804096
655,1171300,1761700,1384800,1217900,1340700,1661500,1177500,1197400,1282100,1205300,1247100,1100400,3790798,8749532,4672846,9412053,5202949,10036336,7149067479
656,1182300,1794900,1534400,1467200,1251000,1783200,1290300,937600,1649500,1230400,1316600,1930400,3457343,8075679,3417617,8865735,4614910,8617999,9949488366
657,1306000,1297800,1500800,1776000,1383100,1553400,1442700,1183200,1565300,2254500,1487700,1553900,3373578,9761345,4632656,10257889,4326800,8803436,5793504703
658,1146000,1349900,1854800,1748400,1168300,1636400,1340500,1171000,1542900,1451000,1359300,1648000,5008445,7899097,3337821,7816919,5262072,8827832,7169403498
659,28800,116900,47100,53300,31800,36300,39400,33300,36000,46200,52600,30200,136533,361218,125460,348745,114551,321236,264678106
660,43300,109300,71600,73400,72300,39500,122700,70700,115100,71300,57700,102100,284577,548212,236003,403229,260486,425288,458454476
661,70300,49100,92300,47900,49800,34400,56700,37400,83400,36900,24300,139600,189425,385768,193268,328215,233128,403373,332771460
662,48700,33100,37100,15400,61000,39000,98300,88000,72000,123100,269400,22300,208627,488887,186543,489658,156952,468651,457066834
663,45000,56400,92500,46800,25900,59600,43700,59500,110500,83600,37400,80500,145512,309914,176158,392166,181802,323043,413909406
664,430100,607800,407300,450200,621900,369100,503800,388000,442900,408900,393400,356800,1747528,2510470,906247,3543752,1537557,2686939,2172793702
665,377300,521100,386600,421500,415700,359200,413200,491700,316700,452100,308200,287000,1226917,2151897,1354421,2501427,842603,2227201,50865586
666,414600,564200,343800,403700,302400,333000,377500,257700,476200,293700,296000,554800,1123535,2568644,1225830,2383878,1215511,2452817,714912275
667,439300,403500,345500,414400,329800,344000,445800,231700,428400,726700,339200,370200,1170901,3001844,834365,2275151,981304,2992782,2004748427
668,312800,329600,479100,379600,302300,462400,428900,378100,370700,403200,422800,393000,1438523,2511226,1408950,2920841,1221190,2765131,2414260319
669,1458400,1671300,1150100,1220200,1087700,1166700,1195100,1004400,1315800,874700,1072700,1050900,4489218,7192382,2964809,6050672,3998672,7475029,5071424117
670,1158700,1477100,1480000,1429000,1209300,1475800,1121300,1085400,1266300,1318900,1116900,1439900,3569621,9011776,3256025,7877882,4562665,8200363,6012259216
671,1124900,1683400,1588500,1405800,1239100,1730400,1327900,959100,1434000,1397200,1244100,1654300,4106138,7283645,4925882,10484074,4439670,7288387,5556561974
672,1337600,1237500,1740100,1695800,1304600,1225800,1601200,1117900,1466500,2122900,1546000,1510200,4841942,9263388,3632178,11442297,5858629,11563208,8644456160
673,1109700,1414600,1638700,1701400,1318300,1905300,1203600,1194000,1589900,1340500,1314500,1418300,4997208,8097413,4191410,8736385,4680123,10918897,7299881942
674,5400,7900,4450,5100,9150,1300,4200,4850,4800,6650,8850,10950,23306,32456,16455,44688,18862,30816,39960821
675,11300,6250,6600,7050,3300,5350,12850,6650,11950,13250,7450,3550,27227,51492,29984,54938,19559,52092,43527553
676,6450,2500,7000,2900,4950,3800,3500,5700,5000,7000,4150,4300,17154,29210,16425,29451,10895,33548,20519691
677,3500,7250,7600,6100,2600,2900,7350,3250,6700,10300,2500,6250,16963,36740,11709,41038,17646,30446,37030418
678,20850,5200,13300,12850,2400,83750,3150,156500,1900,2650,7200,4300,68328,186315,101930,152543,98632,175829,112974602
679,77600,82000,84200,43200,38000,58500,83700,55900,39500,69300,84400,72700,190234,355455,136439,338127,191368,492350,280515972
680,65700,76000,65800,88300,92200,54800,79400,57800,62200,90400,65900,84800,179005,492058,262292,376583,273026,401762,353399658
681,98000,88500,95500,81400,62900,61800,74800,55000,96900,97600,86300,120300,224188,497787,286526,440673,298866,434589,404328021
682,103500,91900,88800,49300,87200,50500,45200,49400,80900,72100,66400,62500,230414,509146,245992,355323,271565,541399,295870154
683,72400,91900,78600,73200,86600,79100,54000,43500,35300,73500,44400,48100,244947,423113,173480,369322,172969,431645,222266342
684,129700,55600,191300,132200,124000,168000,99300,144600,133300,135700,153200,118800,313347,984605,448733,800553,518642,931824,748436818
685,117900,174700,134100,123400,148900,161400,120500,182200,62600,236900,79200,180400,425499,935028,446166,1105167,434635,1047239,639266208
