,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1,S_DC1,s_DC2,S_DC2,s_r1,S_r1,profit
686,196500,173500,125900,84600,94500,167400,133100,92200,172000,172400,172000,108500,526304,820666,467584,975403,342545,842119,569611904
687,95600,264000,70700,144900,126600,190600,150800,141500,110600,190500,173100,145200,306806,886907,552428,1158969,422444,1043523,902912203
688,121700,40600,130700,133900,108300,140900,104100,144500,140200,142300,271600,83800,476843,764660,516385,884855,317792,734410,727634850
689,71400,15700,12300,14300,33000,57900,39200,48500,13100,32400,13600,31800,102173,175101,122864,182886,121511,241904,192781707
690,9500,12600,17500,16200,31300,29700,31800,31500,10200,13200,13100,15500,66696,125633,72086,103843,43542,111734,96880315
691,18300,11600,14200,17100,12500,11100,11000,11400,20100,10800,10800,12500,27565,73413,27328,79472,35534,74313,21822829
692,6300,16700,15500,18300,10800,13300,13800,12500,18700,23200,17000,15200,49812,81211,40931,99257,34405,110284,50693242
693,10400,22400,22600,20000,15900,15100,14000,11000,29400,16700,14600,19700,62385,111269,69599,88737,54962,93915,81567935
694,35100,32700,35000,29700,28500,23100,35400,26300,20300,28400,31800,23800,86622,180706,106033,230662,68370,147879,88068931
695,22600,43100,39800,39700,39000,38300,40500,34500,39000,50500,42800,28800,130965,298185,107560,255137,146322,199747,157997723
696,40300,54300,36800,37600,69700,45400,38300,30900,27100,42100,45100,40600,107205,305278,95841,231546,114197,279033,258581178
697,47500,58700,47100,57500,61900,44200,52300,57400,59700,59400,50700,46600,198023,278934,198701,291219,123126,368566,149807657
698,49500,60500,64000,42700,51100,59700,63300,58100,91100,58900,54400,38600,188497,421965,129012,406550,128275,404336,152262560
699,575000,1127000,701000,368000,926000,1336000,649000,1315000,574000,1305000,1033000,830000,2965090,5925093,2623574,6790721,2041965,6427159,4818480547
700,886000,820000,770000,853000,679000,1083000,1299000,807000,691000,1019000,1223000,1085000,3346772,4993595,2242092,4953671,2581402,5268651,4221070381
701,772000,816000,914000,1164000,904000,790000,1505000,624000,1693000,932000,288000,278000,3098812,6425185,3341717,5402361,2147963,5229675,3587634499
702,1038000,1083000,430000,399000,465000,1418000,1279000,481000,1503000,732000,1152000,387000,2707553,6671337,2603484,6388856,2873970,5797479,5401388238
703,261000,304000,488000,319000,274000,480000,434000,284000,316000,419000,306000,471000,1416734,2135750,1017411,2321539,1158415,2366649,1847666400
704,152000,171000,163000,75000,279000,442000,247000,752000,439000,405000,316000,130000,638055,1735478,656125,1635696,753121,1627318,2065884660
705,181000,769000,761000,724000,135000,272000,203000,442000,275000,178000,285000,424000,1231363,1955766,1048753,2333497,1446699,3073522,2365189855
706,558000,437000,351000,397000,1719000,636000,323000,1190000,668000,696000,647000,198000,1689753,4549615,2024399,5172696,2383383,4131743,4280458740
707,1564000,458000,582000,1230000,882000,847000,395000,303000,687000,1109000,513000,770000,1748724,6035122,1984071,4829672,2298344,5523453,4476640988
708,806000,566000,440000,870000,36000,853000,275000,701000,465000,1090000,909000,340000,1516562,4067430,1425242,4842765,1232912,3370021,2480602498
709,63700,34100,58700,44500,56800,39800,44400,26700,45100,49300,52600,52000,147078,322101,144311,337639,122382,311939,151626136
710,50100,66900,62100,42500,63100,32400,61200,58100,52000,38500,40200,40300,137276,285162,134479,308212,160578,296867,127005397
711,49100,51200,33200,27500,76200,58800,37700,35800,46700,46700,30700,79900,183588,339815,113552,352132,122936,333777,273747142
712,84100,48600,67900,50700,29800,32500,46700,24900,54100,42900,37200,50800,131624,373714,164440,269781,177705,315050,198608965
713,30500,46500,50600,32100,31600,52700,30800,26400,71800,41300,55300,44400,162360,328676,148601,237010,87134,290817,289257500
714,23200,33800,48000,26500,35500,47300,14600,41200,33300,33200,27700,51200,84089,234282,95463,244508,75360,204094,196631006
715,27900,68900,47700,71900,36500,48000,18000,35100,44800,38400,50500,24400,125696,285265,162565,292181,117526,232468,250467549
716,45600,93800,71100,76100,48000,45100,68100,85700,67600,70900,75900,30100,210473,480947,138034,515119,239099,405283,398178164
717,64500,42100,114100,95100,64900,47200,64200,21200,78600,83800,73000,61200,218070,340683,213920,508407,171596,490446,444768355
718,40700,30000,82400,94500,61400,111300,62300,126900,30000,65000,81300,109800,198744,444391,189263,436661,245744,456735,464739765
719,450000,465000,561000,428000,610000,667000,530000,536000,483000,755000,620000,477000,1815284,3428781,1549215,4067186,1859616,3202736,3766008917
720,571000,741000,626000,957000,422000,896000,661000,573000,582000,797000,827000,442000,2633859,5025949,1444425,3383954,2592850,3495097,4220866158
721,682000,603000,620000,555000,531000,715000,369000,592000,619000,877000,739000,656000,2402071,3897081,2220848,3365179,1795415,4794540,2367631349
722,474000,601000,592000,876000,1032000,441000,717000,445000,631000,470000,511000,624000,1615932,3117905,1416421,3119281,2071413,4937397,3974194934
723,1005000,881000,1054000,333000,442000,1116000,543000,403000,601000,420000,520000,478000,1461877,3475178,2057019,3464202,2584183,5075841,707715204
724,173500,318900,318600,369300,284400,310900,222200,237500,302500,267200,274600,175700,677308,1761767,1043761,1553714,985306,2074816,550592453
725,180800,363500,321600,222700,211300,224400,177600,270900,169300,356400,200900,259600,652268,1908594,720694,1522770,930965,1851360,1463877257
726,301900,360000,351000,343400,296800,224100,298800,273900,210700,346200,327100,265100,1103316,2010114,1143146,2392279,920298,2222562,1342195126
727,260900,355300,291800,259700,292800,425500,282100,210800,239000,332300,472400,288800,1022461,1566224,1168512,1611165,1018400,1607572,2291029913
728,372100,333900,410700,422100,265300,289500,235600,343900,307900,357400,302700,305100,1199176,2466891,1046032,2361828,671016,2402300,1997327278
729,25700,37800,30300,33200,33700,18800,22900,28400,18100,23100,33300,24500,108154,190643,65295,205969,87146,141255,47007566
730,56600,42400,40100,18600,22000,33600,23800,40200,25000,19400,28900,5000,111839,149016,69752,167454,60648,153859,109531808
731,54000,46800,26900,39400,53800,29000,31800,20100,12800,36500,12100,27600,107316,241216,111810,249129,114902,163236,150512328
732,44400,26500,49000,31200,25300,25000,34600,24600,42600,34700,36000,27900,85316,256731,102678,206071,122227,197654,53181137
733,42500,20900,54600,72100,53200,23500,28900,55900,14100,20900,16400,49900,134477,271003,88864,217186,100527,261694,115119624
734,115100,129300,102700,126500,121600,134200,139900,151400,91900,149300,127700,109800,329103,851973,344131,920728,315917,794802,498149488
735,99200,182300,139000,111100,118200,100400,126000,143800,132000,135300,67700,239200,437152,914257,451299,951243,470485,890200,844238530
736,142700,95600,32900,113800,153000,93400,143900,94600,197800,281900,115300,103400,375545,704700,484377,1043691,345523,686311,719105176
737,123100,127000,82700,66200,86900,146000,168200,45500,115700,108900,144400,120900,389510,852588,374202,723395,298729,799705,715354556
738,89100,76800,46700,38100,122400,100700,139400,76200,113300,108600,84800,63000,215487,563819,307948,630825,303415,632522,462375659
739,12200,43600,38500,20300,41300,20100,20400,29200,24100,25400,37600,26900,77126,179119,85523,198195,76186,150159,189017898
740,26400,37300,37000,56200,22700,17100,12100,25000,23500,20500,27700,31900,86425,144161,74368,169711,98795,207611,147873154
741,32800,43100,24100,24500,54900,30800,30900,24200,27800,37700,17300,21600,108118,225636,84345,167514,113221,233177,165784866
742,64300,47800,45500,11200,19300,29200,18100,25800,66500,65000,39700,41900,84654,207235,85298,200199,120649,280268,195968086
743,15500,28100,68300,28800,50300,33800,51000,16900,15300,41600,35000,51800,100305,263385,95681,263300,116826,212959,200786483
744,12900,32000,17500,24700,25200,30500,27500,23800,14900,27700,22700,10700,52027,170531,45775,133208,62453,142903,19483983
745,24200,30400,17200,42000,27300,26400,57200,27000,11300,21000,18500,5900,61317,164787,55974,154100,96816,143389,97827429
746,31500,18400,13800,14900,71500,19200,26300,17300,17700,23800,15900,22600,52565,145813,71751,185499,77854,178575,150112604
747,53000,10600,20000,16700,17600,18900,22800,27800,24100,16800,18700,32300,47906,138240,90040,177370,68813,122368,129416664
748,12900,13200,27400,21300,43900,43300,37200,39700,4100,9100,33800,18900,83248,202915,92663,131147,51611,196774,119944678
749,10100,15200,6000,9900,15900,16800,12200,21300,9400,14400,16400,13900,39733,75230,31355,67557,53438,78839,95066255
750,30400,18700,35300,12600,10700,10000,9600,7900,9600,14200,7600,14400,54078,96012,40422,98433,32039,87474,85592325
751,23900,13000,8900,8800,16300,11200,7500,20000,4200,13500,2600,16300,30190,79444,37304,68316,28196,64804,65759100
752,3200,11000,6500,12500,6000,3900,8100,25800,7400,17600,9800,12800,34247,72034,21749,80135,39929,74883,68312050
753,9000,9500,6100,12000,16100,14900,13100,17400,9300,18900,10900,24400,45110,102487,28393,101561,34948,95500,54552685
754,11800,15100,11200,11100,16800,13800,11800,26800,14100,16900,18400,7800,30477,110564,37269,85860,38600,81811,103770948
755,23700,11200,26800,15100,18200,14700,30500,13200,8800,10100,4000,11900,57785,96549,39598,84057,49577,103153,89134800
756,25900,11300,14100,10400,13600,13700,22900,9800,7400,12500,5200,10900,39729,70366,51800,70964,29993,80845,79924494
757,11400,16200,12200,13700,9800,11300,11900,32700,14500,21600,8700,8300,49530,73363,50589,80535,47141,75061,53390613
758,8400,14600,12800,19900,14500,19800,9500,15200,20100,19800,13300,10300,52397,79774,44264,109208,54400,83703,54087430
759,22100,21600,12700,12900,17700,20200,23600,25800,15300,18700,18900,14800,47967,137783,74380,138226,41741,138035,115291426
760,25600,17800,16100,12000,22600,23700,26500,9500,31800,12200,8200,16900,72536,101779,48749,135367,44781,105490,113584988
761,20700,21500,14900,21600,26400,12600,9500,18100,11300,39100,12800,17500,39546,143489,72604,132089,52241,110763,112175555
762,17200,18200,15200,8100,11300,12100,16800,41300,15800,23800,20400,15000,58360,119650,44533,141454,49412,131849,118202384
763,27400,19900,34100,16900,24800,18200,24600,19400,18900,24700,35200,15200,70265,164044,70150,148168,62089,117864,118107761
764,18200,41700,27400,19000,16500,34900,24700,25500,33900,37500,41100,19800,73832,158523,99782,172046,99856,167811,167845149
765,32400,32200,39800,42000,24900,17400,30600,41400,65300,38000,30000,26800,113943,219872,113014,192448,126023,231393,236364436
766,40100,41500,20600,36600,62000,35000,37600,29700,30800,35600,15600,18000,132044,204793,93971,191155,86545,201283,192309316
767,46800,28200,25800,22800,14800,15700,21800,19900,57300,36100,41000,24000,75083,181842,74252,232426,68303,184007,187808976
768,26800,12900,34700,44500,20200,32500,18800,51700,55600,37100,34000,49100,119469,254572,87286,183860,94734,229299,248686836
769,29700,13900,15300,12900,13900,25500,33800,22700,17400,17100,13100,12600,57064,96827,60716,140811,68973,106364,123144194
770,19500,18800,24800,18700,24500,20500,21300,24800,17400,26800,25200,28400,55358,137839,74399,157083,76714,176769,64890703
771,36300,36000,10600,16700,23500,18600,28500,24700,27600,17000,13500,26000,73469,148236,62232,180969,71457,157503,71136948
772,15300,16000,28100,23300,26800,26500,22300,23400,24000,21700,17100,28100,67247,128440,49122,126126,55684,121975,115830074
773,13800,50000,53000,53200,19700,18300,29300,10900,44500,57000,38000,60600,96971,284711,88109,283479,79961,189029,135057415
774,30000,19300,23800,33600,38600,24700,29000,25000,26100,16400,24600,19300,72507,138656,81359,174368,60515,156495,174150786
775,25100,52600,46500,51300,33700,42400,22800,45600,26700,35800,33200,35200,139587,206162,111470,217891,149762,247461,177569493
776,36200,37600,42300,26400,53800,38200,28100,32200,45800,44300,26200,44600,78940,290211,122415,282166,145792,251960,252584501
777,30800,30100,38200,72200,40100,25700,50700,91000,57300,55400,49900,30300,188601,373673,150475,308127,146624,300066,227828373
778,42300,40100,79300,67300,42400,49400,40700,46500,41800,39300,55800,57300,190475,294078,166140,388584,168888,321724,352244168
779,148800,85600,139700,208500,395400,214100,190400,137500,71100,112500,194200,180800,392084,1177502,491688,974453,356525,1047288,704804941
780,174300,184800,235700,153800,94100,100000,174500,87800,191600,160300,176500,121900,426060,817206,392882,1146200,406420,1218344,711964964
781,195300,308700,120100,134600,125300,305500,235200,90100,188700,171500,155900,200400,603259,1197446,714013,998579,697646,1152966,515493502
782,189700,181900,699200,136300,240700,338800,91300,144000,161200,220000,149900,174200,560502,1203122,535716,1286704,664114,1703462,1674463516
783,139800,165300,122200,123900,102200,396600,85600,95100,182600,121500,247300,207900,521293,1064095,388680,963772,596302,1227829,1113850082
784,670000,563000,810000,722000,1039000,901000,1178000,1046000,696000,560000,580000,252000,2320161,4288787,1939548,5246509,2538561,4323307,4006861893
785,935000,700000,1117000,701000,700000,680000,1008000,807000,714000,1118000,829000,861000,2634539,5877918,2437925,5054647,1957192,4404656,4187609321
786,788000,754000,867000,761000,1162000,1548000,899000,651000,837000,894000,823000,665000,1911790,4676220,3484218,4606821,2953572,6309596,6055256701
787,1012000,726000,712000,548000,642000,1192000,541000,722000,799000,689000,829000,454000,1770630,5529231,2920026,4120200,1638536,3717176,3283780240
788,603000,446000,526000,279000,519000,716000,276000,573000,253000,381000,410000,366000,1213694,3193559,1539266,2828071,1510063,3524252,1819054807
789,2498000,1720000,728000,608000,1031000,2547000,595000,3126000,4741000,656000,1012000,480000,5644083,11188333,3481365,9304662,6380284,9206286,10248803788
790,2490000,1061000,1686000,1067000,515000,2508000,2160000,879000,3680000,982000,1964000,508000,4653041,9908971,3683825,10581122,4483359,10506307,8252480375
791,2976000,846000,739000,1927000,588000,2492000,725000,594000,1994000,670000,493000,2670000,3053608,9111332,5280315,8240395,3288860,10537261,7506932142
792,1295000,3637000,964000,850000,1675000,3217000,1008000,3053000,622000,838000,595000,710000,5385197,9807005,6029982,11711748,3736649,9105888,10518763217
793,2639000,2216000,1320000,1737000,678000,2967000,1130000,2025000,904000,4307000,1347000,1339000,6940495,11817783,4524692,11106524,6717595,11493167,11685771160
794,136000,220000,182000,204000,225000,141000,138000,220000,175000,225000,118000,113000,394711,1360768,420403,948084,513976,1061771,823192317
795,172000,333000,253000,325000,114000,185000,307000,204000,197000,247000,247000,253000,599000,1186483,682192,1888765,743492,1384694,1252190006
796,304000,331000,199000,172000,217000,422000,294000,147000,257000,252000,150000,276000,891166,1621468,676161,1645462,570026,1279877,1506518028
797,233000,180000,364000,263000,159000,245000,205000,239000,188000,248000,173000,352000,504534,1554831,866311,1459195,787870,1691449,1131563982
798,278000,189000,211000,257000,235000,287000,195000,183000,211000,254000,176000,263000,904436,1592204,706181,1811902,605303,1714086,1435609602
799,141000,114000,43000,54000,148000,225000,86000,140000,122000,53000,123000,42000,228242,638485,241411,743930,275938,663061,506857728
800,87000,239000,204000,186000,78000,130000,97000,102000,109000,137000,114000,186000,525145,1072129,554581,701263,526167,731480,756319117
801,179000,101000,168000,220000,101000,110000,195000,155000,107000,266000,147000,174000,331968,1244401,400792,965077,465935,1124272,1081040589
802,219000,132000,190000,214000,145000,348000,98000,136000,303000,167000,162000,154000,619624,1210567,601262,1491909,716531,1016764,1231706929
803,76000,157000,113000,115000,167000,130000,132000,72000,130000,154000,161000,207000,365435,712454,399000,994302,528213,706708,798845363
804,1422000,1579000,1438000,1392000,1571000,1507000,1521000,1377000,1577000,1759000,1123000,1474000,5115700,8886628,5170566,11151355,4123650,8383577,5361213270
805,1384000,1965000,1730000,1240000,991000,1427000,1308000,1416000,1584000,1509000,1576000,1448000,5502532,9944936,4431475,9417770,5542289,8030039,8484869635
806,1465000,1814000,1464000,1606000,1672000,1592000,1619000,1413000,1228000,1966000,1278000,1638000,3917057,9220740,5479909,10750772,4839632,10663554,7050260612
807,1794000,1606000,1758000,1720000,1716000,1542000,1516000,1456000,1840000,1886000,1373000,1449000,4210867,8389261,5327710,12375910,4015057,8338922,3921731862
808,1523000,1398000,1985000,1190000,1355000,1882000,1141000,1509000,1418000,1626000,1427000,1672000,5259595,9351704,5947801,10333308,4320961,10857809,7636611031
809,324900,457100,434100,454200,320900,325200,424400,330100,284800,405600,358400,291900,1420330,2518245,1285045,2707302,1467179,2383284,697041923
810,316700,403300,327300,384100,430000,341000,425300,329000,310200,321900,358000,335800,1401375,1796972,790748,2718564,766502,2036190,780586651
811,325800,366800,356500,337600,239400,426100,340800,217600,400300,429000,246000,476000,984929,1884712,1089561,2279212,888335,1850466,323864528
812,399800,367400,451600,370400,259500,350200,356700,239000,379100,735200,316100,443300,1519571,2674383,971833,2850659,1294723,3017129,2582369647
813,212600,388300,354300,433300,317000,292200,370600,315000,341400,365000,336000,369900,1215034,1834769,978386,2182746,997607,2432262,2027146406
814,1267300,1525500,996800,1089800,812900,1027900,1018500,837900,1050500,817400,993700,876500,4013862,5861244,2765714,7442805,3456986,7561746,4811204057
815,1036400,1573900,1213400,1098200,997100,1290200,970800,1038600,1082700,1149800,915200,1102900,3708391,8476897,3995072,6768710,4066241,6414644,6959019935
816,908800,1848100,1226700,1336200,960400,1443700,1105500,880300,1152100,1600100,1144800,1518100,4259795,8820397,3560584,9854852,3114722,9099131,4176621887
817,1019700,979300,1397000,1356700,1178200,1204800,1284900,1102300,1315700,1948000,1124900,1267400,3064129,7591655,4662962,8754703,4776121,9756610,4983169785
818,978400,1200800,1410600,1293900,968400,1505000,1323100,956900,1268700,1161100,1117900,1224100,3490610,6781257,4428940,7965563,3669564,7858572,6348402620
819,3100,18300,9300,11800,9600,13400,29200,14000,36800,15000,14900,10800,52088,118028,48925,84175,47382,113760,109327755
820,9900,27600,11400,12100,14000,22800,60800,23700,19600,23200,17900,15700,84071,148297,84721,142688,43277,141357,115882191
821,18100,16000,23600,13100,8100,17000,32600,7900,9900,13700,13800,8200,48285,79608,58209,107133,32859,121017,81565728
822,12500,13500,14400,6600,22700,10000,18800,51500,10700,32700,15600,8800,45771,109998,42612,144713,71788,139008,98037571
823,6000,11400,23600,21900,17300,15600,29800,15400,18900,24600,12800,17700,66413,124090,57326,123064,59483,113027,127526816
824,117950,93750,65950,71200,330200,73900,75600,53600,100650,56600,64800,86500,220680,749207,319819,782091,256599,701347,696443111
825,62350,77150,75450,71600,54900,78650,79450,55300,82250,97300,66250,61400,224540,517908,192328,501098,171977,361202,197897774
826,65900,106350,77050,66050,48900,86200,57700,47600,82400,79450,62200,64100,146673,379673,144798,460215,199594,537522,353313996
827,48000,68950,49050,99050,38500,85200,97400,52200,84950,129400,60650,96050,297456,457802,196314,429507,187510,508306,434870015
828,46950,63700,60850,78700,46950,55750,66550,62350,62650,74700,67650,50400,161226,375328,169910,480807,228296,482070,401764200
829,296050,332050,309200,333250,344350,323150,296050,290550,252200,217400,312150,250950,1131638,2305604,716312,1860791,923379,2240643,1144886033
830,387100,371600,336300,375650,278500,349850,268900,278750,330700,368500,265750,381700,1219200,2068389,765502,1993626,920848,1686786,1562380385
831,284850,450600,335700,411800,286300,363750,320650,262750,300350,293450,413050,251050,941604,2142188,849223,2204038,1145834,2083380,1927384821
832,350250,304700,384700,384400,224300,401450,335050,252450,507600,687850,324750,358950,1427845,2449091,831938,2416157,1277377,2675073,2275295632
833,310450,347450,385500,428300,323800,481350,337050,304300,363400,314450,339350,370000,1097881,2022419,1021541,2753974,1294269,2830175,2377075059
834,88200,115100,93400,56300,67000,74000,66700,54100,71100,92400,97700,79500,294174,440913,277435,609776,282374,494938,178225343
835,83700,93000,70200,79800,98200,68600,119500,128200,69100,82800,62600,70200,315796,446662,322545,677875,192705,429684,467091621
836,94100,45900,75500,43300,92900,48600,89000,76500,61100,78500,39800,80000,215908,504927,177233,373321,187140,403301,196475400
837,171200,91400,41700,63600,98800,51500,75800,43000,45000,76200,90200,73200,214178,542235,305710,551531,225177,522308,430707628
838,79400,59700,69700,80800,109100,78000,49200,39700,41200,52400,55000,87400,235003,508625,246588,380605,174604,460726,352610652
839,39200,39300,22800,23900,49500,82100,50500,46400,27800,60400,12400,18100,136097,208326,134636,290074,154472,243870,251961547
840,34500,39500,54800,53600,51900,65500,69200,49300,30700,42000,48300,55100,158283,298675,111572,271609,142967,317570,283917804
841,44800,119400,65200,72600,70900,77700,75600,78700,58700,98400,34900,27500,231042,357041,216775,499543,179634,495338,224742325
842,80500,68700,87600,67900,36500,41800,86400,31600,38700,79600,50100,62300,171428,369598,203466,331936,180732,443918,284095005
843,73200,45700,81000,64400,71300,36600,49600,41800,54500,50700,40400,42100,171249,410459,211642,339035,169429,291318,204071478
844,24850,328950,44250,17750,36300,30900,30250,336100,17100,43950,44900,38700,325248,591882,186333,543211,314243,476315,608259184
845,32800,703600,118200,86350,45300,39900,323000,39900,24200,236350,43150,884500,665736,1642838,581763,1090275,826878,1319824,1181906698
846,74800,353450,107450,71400,207150,45350,33200,85700,57050,74950,56100,375100,262598,990087,443206,823304,336432,870811,712001916
847,48950,52550,38450,25250,26150,40450,49650,43750,37100,50750,27850,34950,139135,312986,116932,198707,137962,239962,264317850
848,54750,37600,38750,38550,49950,47500,36750,63050,60100,60850,20950,21200,89113,301135,118078,337783,151586,231958,245953237
849,125200,165700,175400,114400,120100,155300,100100,120400,125700,126000,134200,122000,432249,993519,407238,731707,452338,1003501,449688972
850,133700,190800,140300,169100,143700,143700,188300,120100,125100,150400,123100,139500,582197,1017521,448470,1120612,488118,1058722,734655740
851,132400,168100,156000,110800,150900,200900,153500,109800,161700,159800,114800,177000,496756,1092119,389884,1151965,309430,816674,518417937
852,131000,134900,115800,111900,165700,98900,91100,85200,103500,130200,109600,104300,402020,790332,237278,688455,344363,884409,288358820
853,185200,131400,167000,169200,157800,168800,84700,93400,122500,92600,103400,165200,428330,814134,511146,935701,529135,1049393,629079400
854,38100,29900,28100,22600,35200,42700,46100,53200,40900,40900,36000,21200,86413,248659,124510,211040,115456,236135,157989850
855,129800,60900,30700,56800,29900,23500,30100,36500,17200,55400,25600,45000,114057,339944,168315,325708,176607,354034,202598664
856,61300,51800,44200,38200,122100,167100,47800,34300,92500,56700,41200,63600,261759,430596,213098,348432,153649,395197,387968948
857,62100,37800,56700,68800,75600,55100,35100,27500,34200,42100,65800,55000,127316,391226,203238,394044,168965,271976,345368114
858,76200,37400,52000,53900,108500,62200,24100,49100,28300,34100,43900,30900,148985,359700,188334,303786,142844,379143,318856648
859,125000,143000,118000,120000,118000,105000,130000,150000,228000,182000,89000,109000,324506,717127,475455,1013560,292008,825104,839155169
860,146000,102000,105000,178000,169000,227000,219000,157000,154000,179000,133000,165000,452028,1240174,486576,907779,379579,1146157,198321972
861,214000,159000,1897000,1555000,83000,212000,103000,632000,139000,192000,99000,148000,1440932,3037234,1768504,3233584,1736903,3019527,1543205651
862,141000,138000,66000,95000,132000,121000,118000,197000,87000,168000,161000,174000,481629,835080,378510,691537,513790,938630,975795908
863,178000,101000,142000,178000,174000,149000,147000,124000,125000,58000,70000,179000,285392,724334,295662,998550,310201,850409,422707342
864,63400,83000,91200,67400,85900,76700,60300,73300,124100,71800,84700,75100,232116,493120,163234,480171,244477,631178,332766781
865,88000,73600,46400,99200,100900,67100,64400,46700,97000,54400,64600,103200,202700,506717,214844,412153,194954,509668,348726942
866,97200,79500,86000,57700,97100,105400,58100,66500,70600,66700,65600,68900,215626,526020,218150,528537,261273,575527,414583197
867,67100,67600,72900,41000,50000,53000,62600,27700,65000,69200,46800,36600,211705,342530,219250,414506,186801,369540,202217189
868,41200,49700,68300,60100,68000,64200,43500,66500,43000,52100,53500,91900,138453,320305,121699,384109,168699,455989,399938107
869,113500,258400,214800,188900,137700,562000,95400,246500,362400,214900,320900,166400,824263,1753241,848808,1284357,627332,1472565,1368597299
870,403000,527800,188400,222400,332000,439300,254200,318800,183100,414900,521900,175000,713734,1890619,844277,2401725,1248554,2289418,1576594885
871,369800,189200,278600,156100,305000,218000,465800,653500,207800,568500,443700,271200,944685,2309075,1112872,2426304,1049039,1947439,2066321835
872,179700,464900,249300,612700,212300,435200,309200,264100,447600,406700,393000,299100,1225448,2600567,1369127,1850544,1190055,2728631,1822016745
873,255000,151100,425100,343300,412000,820400,238500,387400,583200,557400,667400,204900,1086331,3187583,1553307,3050166,1349160,3254661,3070696679
874,9900,34300,33500,23400,23800,15700,28900,26100,31000,18900,26600,21500,90459,148327,72468,127856,76805,132073,102912792
875,20700,34900,38500,38000,29700,27200,23600,28200,38200,32400,23300,31900,64322,156147,64945,226639,87979,224050,114007872
876,28200,38900,35900,28400,28300,29100,31000,20200,44100,22700,28700,35200,65398,183502,64941,164920,115882,234585,125450206
877,19100,30800,41700,46900,38600,39100,36500,28100,67600,38700,47400,35300,142093,307582,150473,298500,122319,240506,233355501
878,40800,43800,48300,53400,42800,35000,35400,39300,54700,23700,51900,38500,169163,333504,125827,322387,155360,295663,234550346
879,288000,280000,182000,71000,341000,234000,247000,297000,258000,337000,224000,271000,989353,1428445,785499,1586593,956112,1687924,1563737276
880,128000,155000,78000,226000,175000,179000,149000,234000,102000,150000,223000,169000,647624,1114076,400661,1280761,410765,856313,789460214
881,120000,162000,289000,160000,111000,179000,243000,158000,169000,181000,128000,268000,502753,1076875,450145,1381438,450416,1307956,1154823404
882,367000,117000,170000,209000,274000,216000,104000,295000,130000,294000,113000,157000,456497,1148932,501082,1335661,576007,1567928,1135967697
883,88000,156000,249000,188000,129000,183000,111000,172000,131000,225000,112000,140000,351771,950712,455124,803259,580852,890072,1093488900
884,457000,885000,1542000,761000,207000,1851000,483000,390000,1160000,1436000,779000,61000,2893477,4503695,2224102,5388608,2023855,4222838,4907919149
885,675000,3288000,3007000,1016000,391000,1170000,1598000,1760000,341000,2020000,632000,2081000,4354176,10486225,3422921,10178601,5357473,9832229,9133591433
886,1016000,637000,967000,1555000,316000,100000,1767000,2153000,2295000,820000,613000,1474000,3436512,7044118,3289349,6720364,2816577,7734057,8233412490
887,1983000,1209000,857000,1733000,1220000,984000,3134000,1239000,720000,2224000,1784000,3743000,6463460,10653706,6431753,9750635,6032511,10354787,11045165298
888,3180000,1060000,974000,837000,1521000,1685000,307000,1168000,760000,1219000,1752000,838000,3801024,6564711,4985034,7404447,2655232,6977063,7351368523
889,85800,45900,40900,43600,46200,44050,87000,34600,44650,41250,57500,57500,205140,286045,200441,263604,196857,412874,296243898
890,112700,178250,74000,90750,109500,67350,48150,50550,75150,62800,38050,53850,170638,417082,181685,566354,277521,438414,456245878
891,55900,121700,46600,80250,50000,81950,44650,43950,77650,97000,69250,85250,193775,454228,241646,393750,273883,543476,361367072
892,53400,46350,87850,76000,50550,55950,103550,39850,62850,93700,67250,85800,154355,491790,204057,453926,199932,456985,387132354
893,65950,76800,100250,116100,72700,76100,42650,68800,75600,71600,54550,69000,159689,516553,257369,486410,231299,405144,219610804
894,112200,250900,165850,90100,177350,240600,143100,218300,175400,122350,266950,128200,415279,996414,435075,1093289,553293,1202272,1073461899
895,250600,168550,108850,158750,163450,218600,217450,379300,109250,173600,158050,166500,436558,1284073,639476,1178915,691666,1367771,1150023779
896,158150,125850,197250,143150,217750,122900,164300,278150,141150,244500,148300,215350,436745,1107448,555590,1377167,662998,1027605,519253133
897,209300,127700,183600,185950,182700,167450,108850,173400,195150,130600,225550,241100,389181,1189910,591606,1249664,393703,1101353,448203006
898,173100,92100,100950,214500,223600,184700,626000,304050,120100,146550,308800,255550,599304,1308142,833930,1155518,802514,1627693,1487068028
899,242250,151000,198500,258250,313500,486500,357000,623500,546250,325750,562750,174750,1113034,2791386,1226400,2242603,849817,2378809,2565348500
900,387000,1024750,607750,153750,156750,255500,427250,395750,217000,337250,311000,550000,1247838,2418092,1395980,2083940,1476306,2719352,2247987936
901,489750,623250,463750,789250,663250,107000,405750,602500,540250,479500,565250,349750,1915444,3108239,1891281,3135907,1657991,3936112,2810882011
902,618250,733750,657000,1282500,104750,544500,506000,349750,508750,687000,749500,840000,1282291,4611107,1580823,4817073,2143316,4619631,3607111849
903,837250,518500,977250,1202500,483500,1153000,483000,897000,901500,1205250,980000,278750,2815685,5243824,1826351,6032086,2782886,5118768,3084528744
904,17800,19400,19100,65500,99100,18500,54800,24800,39200,11300,8100,3400,78339,179830,93944,194479,114492,203060,203472040
