,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,profit
852,131000,134900,115800,111900,165700,98900,91100,85200,103500,130200,109600,104300,417870,393328,345647,397041,364359,334291,285018,401058,425643,341413,263973,293110,605621,697034,880125,996390,984183,1015520,759797,611519,700957,838807,632652,1020924,417870,393328,345647,397041,364359,334291,285018,401058,425643,341413,263973,293110,605621,697034,880125,996390,984183,1015520,759797,611519,700957,838807,632652,1020924,417870,393328,345647,397041,364359,334291,285018,401058,425643,341413,263973,293110,605621,697034,880125,996390,984183,1015520,759797,611519,700957,838807,632652,1020924,630915003
853,185200,131400,167000,169200,157800,168800,84700,93400,122500,92600,103400,165200,402124,342064,442400,539755,387574,473884,327555,446419,471053,320447,491061,501877,861918,1121630,1121710,922018,1087278,1039679,695154,1062313,754406,986351,1076832,687795,402124,342064,442400,539755,387574,473884,327555,446419,471053,320447,491061,501877,861918,1121630,1121710,922018,1087278,1039679,695154,1062313,754406,986351,1076832,687795,402124,342064,442400,539755,387574,473884,327555,446419,471053,320447,491061,501877,861918,1121630,1121710,922018,1087278,1039679,695154,1062313,754406,986351,1076832,687795,199620400
854,38100,29900,28100,22600,35200,42700,46100,53200,40900,40900,36000,21200,112998,126516,113237,138290,84236,80483,88292,99502,93359,132049,111746,107671,209346,304909,288539,232825,222754,295207,290955,199441,255638,232370,256575,209179,112998,126516,113237,138290,84236,80483,88292,99502,93359,132049,111746,107671,209346,304909,288539,232825,222754,295207,290955,199441,255638,232370,256575,209179,112998,126516,113237,138290,84236,80483,88292,99502,93359,132049,111746,107671,209346,304909,288539,232825,222754,295207,290955,199441,255638,232370,256575,209179,219658810
855,129800,60900,30700,56800,29900,23500,30100,36500,17200,55400,25600,45000,108869,148027,169430,107546,138071,161892,106206,147108,172502,135247,139342,105546,365832,266112,251862,290065,366666,298383,341039,294944,367273,230542,282537,308383,108869,148027,169430,107546,138071,161892,106206,147108,172502,135247,139342,105546,365832,266112,251862,290065,366666,298383,341039,294944,367273,230542,282537,308383,108869,148027,169430,107546,138071,161892,106206,147108,172502,135247,139342,105546,365832,266112,251862,290065,366666,298383,341039,294944,367273,230542,282537,308383,158100384
856,61300,51800,44200,38200,122100,167100,47800,34300,92500,56700,41200,63600,180383,223081,216301,196797,221171,212065,182701,194317,265078,181954,153978,235887,507392,453814,388326,470951,603075,562254,584111,446145,424309,581253,461514,393900,180383,223081,216301,196797,221171,212065,182701,194317,265078,181954,153978,235887,507392,453814,388326,470951,603075,562254,584111,446145,424309,581253,461514,393900,180383,223081,216301,196797,221171,212065,182701,194317,265078,181954,153978,235887,507392,453814,388326,470951,603075,562254,584111,446145,424309,581253,461514,393900,383421082
857,62100,37800,56700,68800,75600,55100,35100,27500,34200,42100,65800,55000,137130,130994,203226,129328,130814,183935,126735,188792,165233,197114,110434,128574,408979,302116,310780,398156,261201,448901,379100,409235,433682,345199,460721,320823,137130,130994,203226,129328,130814,183935,126735,188792,165233,197114,110434,128574,408979,302116,310780,398156,261201,448901,379100,409235,433682,345199,460721,320823,137130,130994,203226,129328,130814,183935,126735,188792,165233,197114,110434,128574,408979,302116,310780,398156,261201,448901,379100,409235,433682,345199,460721,320823,310509163
858,76200,37400,52000,53900,108500,62200,24100,49100,28300,34100,43900,30900,160624,157258,128647,151244,129061,142613,166234,136654,186911,157357,168025,131424,384341,427182,419777,309827,338458,352078,351558,323354,348185,382063,356389,251818,160624,157258,128647,151244,129061,142613,166234,136654,186911,157357,168025,131424,384341,427182,419777,309827,338458,352078,351558,323354,348185,382063,356389,251818,160624,157258,128647,151244,129061,142613,166234,136654,186911,157357,168025,131424,384341,427182,419777,309827,338458,352078,351558,323354,348185,382063,356389,251818,187861753
859,125000,143000,118000,120000,118000,105000,130000,150000,228000,182000,89000,109000,350307,318259,294178,512937,283321,476357,346117,488233,337748,341358,306833,482680,878202,1157314,942378,1120625,1144287,885719,775065,929509,827118,742182,1158121,1199338,350307,318259,294178,512937,283321,476357,346117,488233,337748,341358,306833,482680,878202,1157314,942378,1120625,1144287,885719,775065,929509,827118,742182,1158121,1199338,350307,318259,294178,512937,283321,476357,346117,488233,337748,341358,306833,482680,878202,1157314,942378,1120625,1144287,885719,775065,929509,827118,742182,1158121,1199338,853731347
860,146000,102000,105000,178000,169000,227000,219000,157000,154000,179000,133000,165000,353254,412794,586187,472673,595808,330560,344992,324935,332038,342642,371447,380053,889714,1251959,1401479,1361615,1053950,895980,873111,1268417,839259,1283990,1112484,1159300,353254,412794,586187,472673,595808,330560,344992,324935,332038,342642,371447,380053,889714,1251959,1401479,1361615,1053950,895980,873111,1268417,839259,1283990,1112484,1159300,353254,412794,586187,472673,595808,330560,344992,324935,332038,342642,371447,380053,889714,1251959,1401479,1361615,1053950,895980,873111,1268417,839259,1283990,1112484,1159300,272770687
861,214000,159000,1897000,1555000,83000,212000,103000,632000,139000,192000,99000,148000,1034739,1766418,1610478,1125723,1806372,1113948,1254063,1045582,950358,1665449,1443878,1009457,3226728,2270850,2467068,2785599,3896162,2977464,2811638,2267904,3134144,3147805,2569225,3546660,1034739,1766418,1610478,1125723,1806372,1113948,1254063,1045582,950358,1665449,1443878,1009457,3226728,2270850,2467068,2785599,3896162,2977464,2811638,2267904,3134144,3147805,2569225,3546660,1034739,1766418,1610478,1125723,1806372,1113948,1254063,1045582,950358,1665449,1443878,1009457,3226728,2270850,2467068,2785599,3896162,2977464,2811638,2267904,3134144,3147805,2569225,3546660,3072078731
862,141000,138000,66000,95000,132000,121000,118000,197000,87000,168000,161000,174000,471558,301655,339943,374619,433755,521691,353070,369499,278551,287124,528344,353213,1085890,784079,769442,869945,995324,714210,792082,1153533,715904,746515,816461,815093,471558,301655,339943,374619,433755,521691,353070,369499,278551,287124,528344,353213,1085890,784079,769442,869945,995324,714210,792082,1153533,715904,746515,816461,815093,471558,301655,339943,374619,433755,521691,353070,369499,278551,287124,528344,353213,1085890,784079,769442,869945,995324,714210,792082,1153533,715904,746515,816461,815093,749813508
863,178000,101000,142000,178000,174000,149000,147000,124000,125000,58000,70000,179000,529206,474150,435929,310343,480859,495576,464018,327639,499337,307953,311152,340361,834929,1113770,1127657,808380,937888,1138110,708367,1117148,774721,966263,789917,1046278,529206,474150,435929,310343,480859,495576,464018,327639,499337,307953,311152,340361,834929,1113770,1127657,808380,937888,1138110,708367,1117148,774721,966263,789917,1046278,529206,474150,435929,310343,480859,495576,464018,327639,499337,307953,311152,340361,834929,1113770,1127657,808380,937888,1138110,708367,1117148,774721,966263,789917,1046278,404938255
864,63400,83000,91200,67400,85900,76700,60300,73300,124100,71800,84700,75100,202142,276493,192871,165342,265022,216686,307390,172930,203277,170712,305789,241846,536654,512965,646614,467927,517381,455919,588230,513746,716086,619102,612828,690402,202142,276493,192871,165342,265022,216686,307390,172930,203277,170712,305789,241846,536654,512965,646614,467927,517381,455919,588230,513746,716086,619102,612828,690402,202142,276493,192871,165342,265022,216686,307390,172930,203277,170712,305789,241846,536654,512965,646614,467927,517381,455919,588230,513746,716086,619102,612828,690402,409460760
865,88000,73600,46400,99200,100900,67100,64400,46700,97000,54400,64600,103200,158071,235698,204579,172548,234380,198079,175660,249333,293190,294943,242454,297485,533004,466605,447811,477646,589311,501357,526495,380502,601546,474389,407081,435749,158071,235698,204579,172548,234380,198079,175660,249333,293190,294943,242454,297485,533004,466605,447811,477646,589311,501357,526495,380502,601546,474389,407081,435749,158071,235698,204579,172548,234380,198079,175660,249333,293190,294943,242454,297485,533004,466605,447811,477646,589311,501357,526495,380502,601546,474389,407081,435749,426121033
866,97200,79500,86000,57700,97100,105400,58100,66500,70600,66700,65600,68900,255853,199598,222880,161917,212600,218219,271145,205919,201593,175150,208328,176900,633192,531094,384814,631532,684960,593378,481364,575956,419770,490775,568988,419158,255853,199598,222880,161917,212600,218219,271145,205919,201593,175150,208328,176900,633192,531094,384814,631532,684960,593378,481364,575956,419770,490775,568988,419158,255853,199598,222880,161917,212600,218219,271145,205919,201593,175150,208328,176900,633192,531094,384814,631532,684960,593378,481364,575956,419770,490775,568988,419158,355566143
867,67100,67600,72900,41000,50000,53000,62600,27700,65000,69200,46800,36600,218211,214423,179351,204992,152444,127261,153915,160078,151921,196945,161590,168809,445769,470660,368748,291559,442547,464090,482237,482582,279453,479375,309293,382049,218211,214423,179351,204992,152444,127261,153915,160078,151921,196945,161590,168809,445769,470660,368748,291559,442547,464090,482237,482582,279453,479375,309293,382049,218211,214423,179351,204992,152444,127261,153915,160078,151921,196945,161590,168809,445769,470660,368748,291559,442547,464090,482237,482582,279453,479375,309293,382049,390959856
868,41200,49700,68300,60100,68000,64200,43500,66500,43000,52100,53500,91900,170209,148238,193775,185206,143607,197045,195908,121592,231743,231168,126677,157580,386076,470490,384174,358997,496709,523697,482911,352716,444825,327866,310194,378911,170209,148238,193775,185206,143607,197045,195908,121592,231743,231168,126677,157580,386076,470490,384174,358997,496709,523697,482911,352716,444825,327866,310194,378911,170209,148238,193775,185206,143607,197045,195908,121592,231743,231168,126677,157580,386076,470490,384174,358997,496709,523697,482911,352716,444825,327866,310194,378911,402515227
869,113500,258400,214800,188900,137700,562000,95400,246500,362400,214900,320900,166400,821223,523906,760320,631130,597519,893746,766768,904040,739907,722053,577658,621478,1568503,1970601,1319753,1998496,1642773,1729413,1851068,2077895,1949273,1867882,1242329,2037773,821223,523906,760320,631130,597519,893746,766768,904040,739907,722053,577658,621478,1568503,1970601,1319753,1998496,1642773,1729413,1851068,2077895,1949273,1867882,1242329,2037773,821223,523906,760320,631130,597519,893746,766768,904040,739907,722053,577658,621478,1568503,1970601,1319753,1998496,1642773,1729413,1851068,2077895,1949273,1867882,1242329,2037773,1361396071
870,403000,527800,188400,222400,332000,439300,254200,318800,183100,414900,521900,175000,747844,795076,789010,695540,784366,1134195,881409,1031717,851533,862558,803193,666853,2725524,2548886,1886365,2973221,2236689,2048576,2424354,2798954,2630157,2857200,2466424,2196149,747844,795076,789010,695540,784366,1134195,881409,1031717,851533,862558,803193,666853,2725524,2548886,1886365,2973221,2236689,2048576,2424354,2798954,2630157,2857200,2466424,2196149,747844,795076,789010,695540,784366,1134195,881409,1031717,851533,862558,803193,666853,2725524,2548886,1886365,2973221,2236689,2048576,2424354,2798954,2630157,2857200,2466424,2196149,1948065646
871,369800,189200,278600,156100,305000,218000,465800,653500,207800,568500,443700,271200,954900,1268884,795584,1049384,993857,1269080,1124602,1357978,1054876,1090214,1259569,737644,2649810,2030335,1755993,2116666,2592622,2662252,2325419,2782351,2429519,1767358,1739574,2148592,954900,1268884,795584,1049384,993857,1269080,1124602,1357978,1054876,1090214,1259569,737644,2649810,2030335,1755993,2116666,2592622,2662252,2325419,2782351,2429519,1767358,1739574,2148592,954900,1268884,795584,1049384,993857,1269080,1124602,1357978,1054876,1090214,1259569,737644,2649810,2030335,1755993,2116666,2592622,2662252,2325419,2782351,2429519,1767358,1739574,2148592,2377517661
872,179700,464900,249300,612700,212300,435200,309200,264100,447600,406700,393000,299100,1368460,1148821,877395,1222062,829277,894478,1112095,1012409,1042943,994616,1338773,908027,2399454,2072100,2081438,3088510,2504679,2893129,1989273,2754384,1817424,1871501,2237560,2492520,1368460,1148821,877395,1222062,829277,894478,1112095,1012409,1042943,994616,1338773,908027,2399454,2072100,2081438,3088510,2504679,2893129,1989273,2754384,1817424,1871501,2237560,2492520,1368460,1148821,877395,1222062,829277,894478,1112095,1012409,1042943,994616,1338773,908027,2399454,2072100,2081438,3088510,2504679,2893129,1989273,2754384,1817424,1871501,2237560,2492520,2380540840
873,255000,151100,425100,343300,412000,820400,238500,387400,583200,557400,667400,204900,1426422,1271212,955056,1094009,980132,1199117,1160289,1232015,1250564,1542026,968973,1154560,2468611,2458170,2909156,2149334,2411281,2481495,2770747,2593946,2865265,3697431,3760014,2324019,1426422,1271212,955056,1094009,980132,1199117,1160289,1232015,1250564,1542026,968973,1154560,2468611,2458170,2909156,2149334,2411281,2481495,2770747,2593946,2865265,3697431,3760014,2324019,1426422,1271212,955056,1094009,980132,1199117,1160289,1232015,1250564,1542026,968973,1154560,2468611,2458170,2909156,2149334,2411281,2481495,2770747,2593946,2865265,3697431,3760014,2324019,2987086844
874,9900,34300,33500,23400,23800,15700,28900,26100,31000,18900,26600,21500,96600,69068,93976,88455,57990,70786,67496,90772,49517,77362,56517,54272,158490,175062,165914,181896,151371,188788,167352,127545,196550,203593,170672,187592,96600,69068,93976,88455,57990,70786,67496,90772,49517,77362,56517,54272,158490,175062,165914,181896,151371,188788,167352,127545,196550,203593,170672,187592,96600,69068,93976,88455,57990,70786,67496,90772,49517,77362,56517,54272,158490,175062,165914,181896,151371,188788,167352,127545,196550,203593,170672,187592,112926303
875,20700,34900,38500,38000,29700,27200,23600,28200,38200,32400,23300,31900,62096,74751,116305,116404,68872,77837,105175,90747,87325,70552,80958,111196,179130,179771,165210,159284,209630,251056,219032,266163,164670,261514,173832,260488,62096,74751,116305,116404,68872,77837,105175,90747,87325,70552,80958,111196,179130,179771,165210,159284,209630,251056,219032,266163,164670,261514,173832,260488,62096,74751,116305,116404,68872,77837,105175,90747,87325,70552,80958,111196,179130,179771,165210,159284,209630,251056,219032,266163,164670,261514,173832,260488,50335632
876,28200,38900,35900,28400,28300,29100,31000,20200,44100,22700,28700,35200,71965,94851,112247,83537,112153,116149,110993,114264,70554,117594,83531,81513,229489,164609,275285,234896,211331,226218,160771,222314,256805,236535,245744,255838,71965,94851,112247,83537,112153,116149,110993,114264,70554,117594,83531,81513,229489,164609,275285,234896,211331,226218,160771,222314,256805,236535,245744,255838,71965,94851,112247,83537,112153,116149,110993,114264,70554,117594,83531,81513,229489,164609,275285,234896,211331,226218,160771,222314,256805,236535,245744,255838,175439017
877,19100,30800,41700,46900,38600,39100,36500,28100,67600,38700,47400,35300,147614,109010,96683,109339,149677,125419,147621,112684,92725,96080,110333,108277,347020,233621,325567,251332,256374,223784,254112,310704,266621,235703,292526,233164,147614,109010,96683,109339,149677,125419,147621,112684,92725,96080,110333,108277,347020,233621,325567,251332,256374,223784,254112,310704,266621,235703,292526,233164,147614,109010,96683,109339,149677,125419,147621,112684,92725,96080,110333,108277,347020,233621,325567,251332,256374,223784,254112,310704,266621,235703,292526,233164,153347029
878,40800,43800,48300,53400,42800,35000,35400,39300,54700,23700,51900,38500,151836,104205,108349,136663,87857,146556,164643,121483,128116,85223,88128,99401,371774,281152,243960,248482,280521,355171,309133,369374,352340,221301,307136,352442,151836,104205,108349,136663,87857,146556,164643,121483,128116,85223,88128,99401,371774,281152,243960,248482,280521,355171,309133,369374,352340,221301,307136,352442,151836,104205,108349,136663,87857,146556,164643,121483,128116,85223,88128,99401,371774,281152,243960,248482,280521,355171,309133,369374,352340,221301,307136,352442,227692864
879,288000,280000,182000,71000,341000,234000,247000,297000,258000,337000,224000,271000,654715,668312,685174,834096,839589,770663,969199,717792,891791,940843,545246,683416,2011890,2242100,1297373,1821539,1733455,1926542,1714705,1376599,1858319,2129690,1875827,1851454,654715,668312,685174,834096,839589,770663,969199,717792,891791,940843,545246,683416,2011890,2242100,1297373,1821539,1733455,1926542,1714705,1376599,1858319,2129690,1875827,1851454,654715,668312,685174,834096,839589,770663,969199,717792,891791,940843,545246,683416,2011890,2242100,1297373,1821539,1733455,1926542,1714705,1376599,1858319,2129690,1875827,1851454,858421778
